Id,Latitude,Longitude,Zone,Franchisee
5407,40.757354,-73.829618,B,Crown Castle NG East LLC
5408,40.679098,-73.738772,B,Crown Castle NG East LLC
5409,40.682288,-73.739167,B,Crown Castle NG East LLC
5410,40.749721,-73.828309,B,Crown Castle NG East LLC
5412,40.754785,-73.830065,B,Crown Castle NG East LLC
5413,40.760905,-73.832984,B,Crown Castle NG East LLC
5414,40.746791,-73.826963,B,Crown Castle NG East LLC
5415,40.768265,-73.826669,B,Crown Castle NG East LLC
5416,40.7757,-73.843616,B,Crown Castle NG East LLC
5417,40.736828,-73.811531,B,Crown Castle NG East LLC
5418,40.760682,-73.84063,B,Crown Castle NG East LLC
5419,40.756953,-73.82083,B,Crown Castle NG East LLC
5420,40.766966,-73.835582,B,Crown Castle NG East LLC
5421,40.764695,-73.831036,B,Crown Castle NG East LLC
5423,40.752342,-73.820824,B,Crown Castle NG East LLC
5424,40.687653,-73.753732,B,Crown Castle NG East LLC
5426,40.765758,-73.823813,B,Crown Castle NG East LLC
5427,40.744496,-73.817803,B,Crown Castle NG East LLC
5428,40.75921,-73.826227,B,Crown Castle NG East LLC
5429,40.749159,-73.819216,B,Crown Castle NG East LLC
5430,40.766334,-73.827501,B,Crown Castle NG East LLC
5431,40.746215,-73.834753,B,Crown Castle NG East LLC
5432,40.753584,-73.818049,B,Crown Castle NG East LLC
5433,40.757482,-73.777539,B,Crown Castle NG East LLC
5434,40.68269,-73.745937,B,Crown Castle NG East LLC
5435,40.736853,-73.808658,B,Crown Castle NG East LLC
5436,40.755461,-73.824866,B,Crown Castle NG East LLC
5453,40.53733,-74.223894,B,Crown Castle NG East LLC
5454,40.566488,-74.193981,B,Crown Castle NG East LLC
5455,40.591189,-74.088157,B,Crown Castle NG East LLC
5456,40.512917,-74.24324,B,Crown Castle NG East LLC
5457,40.563441,-74.180807,B,Crown Castle NG East LLC
5458,40.554522,-74.200892,B,Crown Castle NG East LLC
5459,40.537247,-74.208521,B,Crown Castle NG East LLC
5460,40.570743,-74.092488,B,Crown Castle NG East LLC
5461,40.545936,-74.155321,B,Crown Castle NG East LLC
5462,40.512101,-74.210471,B,Crown Castle NG East LLC
5463,40.541736,-74.183332,B,Crown Castle NG East LLC
5464,40.593416,-74.079716,B,Crown Castle NG East LLC
5465,40.523985,-74.180474,B,Crown Castle NG East LLC
5466,40.53191,-74.222099,B,Crown Castle NG East LLC
5467,40.539062,-74.167742,B,Crown Castle NG East LLC
5468,40.574613,-74.092767,B,Crown Castle NG East LLC
5469,40.533316,-74.172268,B,Crown Castle NG East LLC
5470,40.550879,-74.219362,B,Crown Castle NG East LLC
5471,40.555274,-74.170475,B,Crown Castle NG East LLC
5472,40.549539,-74.210718,B,Crown Castle NG East LLC
5473,40.544089,-74.150808,B,Crown Castle NG East LLC
5474,40.553782,-74.134852,B,Crown Castle NG East LLC
5475,40.519131,-74.228739,B,Crown Castle NG East LLC
5476,40.560226,-74.117796,B,Crown Castle NG East LLC
5477,40.537321,-74.162662,B,Crown Castle NG East LLC
5478,40.553896,-74.175916,B,Crown Castle NG East LLC
5479,40.540608,-74.176216,B,Crown Castle NG East LLC
5480,40.548522,-74.193184,B,Crown Castle NG East LLC
5481,40.518563,-74.21152,B,Crown Castle NG East LLC
5482,40.50868,-74.223964,B,Crown Castle NG East LLC
5483,40.526748,-74.217233,B,Crown Castle NG East LLC
5484,40.573346,-74.100422,B,Crown Castle NG East LLC
5485,40.569551,-74.116984,B,Crown Castle NG East LLC
5486,40.528338,-74.164233,B,Crown Castle NG East LLC
5487,40.541194,-74.215772,B,Crown Castle NG East LLC
5488,40.559924,-74.200897,B,Crown Castle NG East LLC
5489,40.528266,-74.198982,B,Crown Castle NG East LLC
5490,40.574199,-74.116539,B,Crown Castle NG East LLC
5491,40.557827,-74.148439,B,Crown Castle NG East LLC
5493,40.598173,-74.06589,B,Crown Castle NG East LLC
5494,40.540432,-74.19065,B,Crown Castle NG East LLC
5495,40.563034,-74.133097,B,Crown Castle NG East LLC
5497,40.544347,-74.208752,B,Crown Castle NG East LLC
5498,40.546463,-74.1629,B,Crown Castle NG East LLC
5499,40.546959,-74.185552,B,Crown Castle NG East LLC
5500,40.541024,-74.145825,B,Crown Castle NG East LLC
5501,40.565788,-74.122665,B,Crown Castle NG East LLC
5503,40.5685,-74.141609,B,Crown Castle NG East LLC
5505,40.539216,-74.149714,B,Crown Castle NG East LLC
5506,40.533463,-74.155407,B,Crown Castle NG East LLC
5507,40.526884,-74.176165,B,Crown Castle NG East LLC
5508,40.520843,-74.217509,B,Crown Castle NG East LLC
5509,40.581948,-74.090927,B,Crown Castle NG East LLC
5510,40.508581,-74.234709,B,Crown Castle NG East LLC
5511,40.535479,-74.179055,B,Crown Castle NG East LLC
5513,40.592263,-74.067958,B,Crown Castle NG East LLC
5514,40.532281,-74.218999,B,Crown Castle NG East LLC
5515,40.56484,-74.15106,B,Crown Castle NG East LLC
5516,40.525356,-74.200855,B,Crown Castle NG East LLC
5517,40.52904,-74.208481,B,Crown Castle NG East LLC
5518,40.579336,-74.078291,B,Crown Castle NG East LLC
5519,40.509067,-74.230636,B,Crown Castle NG East LLC
5520,40.506683,-74.239452,B,Crown Castle NG East LLC
5521,40.533721,-74.195149,B,Crown Castle NG East LLC
5522,40.55593,-74.131085,B,Crown Castle NG East LLC
5523,40.56095,-74.112669,B,Crown Castle NG East LLC
5525,40.513239,-74.248147,B,Crown Castle NG East LLC
5526,40.541563,-74.219695,B,Crown Castle NG East LLC
5527,40.550059,-74.179529,B,Crown Castle NG East LLC
5528,40.568472,-74.150251,B,Crown Castle NG East LLC
5529,40.540565,-74.154686,B,Crown Castle NG East LLC
5530,40.570873,-74.135808,B,Crown Castle NG East LLC
5531,40.552316,-74.186078,B,Crown Castle NG East LLC
5532,40.519947,-74.195497,B,Crown Castle NG East LLC
5533,40.577594,-74.101793,B,Crown Castle NG East LLC
5534,40.525649,-74.186651,B,Crown Castle NG East LLC
5535,40.569854,-74.128899,B,Crown Castle NG East LLC
5536,40.56554,-74.11489,B,Crown Castle NG East LLC
5537,40.534376,-74.166292,B,Crown Castle NG East LLC
5538,40.551105,-74.163095,B,Crown Castle NG East LLC
5539,40.537806,-74.217679,B,Crown Castle NG East LLC
5540,40.524555,-74.231499,B,Crown Castle NG East LLC
5541,40.515461,-74.23811,B,Crown Castle NG East LLC
5542,40.561125,-74.182014,B,Crown Castle NG East LLC
5543,40.574207,-74.110528,B,Crown Castle NG East LLC
5544,40.516003,-74.196878,B,Crown Castle NG East LLC
5545,40.559205,-74.197905,B,Crown Castle NG East LLC
5546,40.576046,-74.084746,B,Crown Castle NG East LLC
5547,40.552752,-74.11472,B,Crown Castle NG East LLC
5548,40.544356,-74.170166,B,Crown Castle NG East LLC
5549,40.528011,-74.239295,B,Crown Castle NG East LLC
5550,40.596,-74.07381,B,Crown Castle NG East LLC
5551,40.586569,-74.096161,B,Crown Castle NG East LLC
5552,40.518142,-74.204509,B,Crown Castle NG East LLC
5553,40.550516,-74.15183,B,Crown Castle NG East LLC
5555,40.557943,-74.164533,B,Crown Castle NG East LLC
5556,40.561066,-74.122962,B,Crown Castle NG East LLC
5557,40.571974,-74.144338,B,Crown Castle NG East LLC
5558,40.570198,-74.122943,B,Crown Castle NG East LLC
5559,40.53067,-74.158523,B,Crown Castle NG East LLC
5560,40.531795,-74.202777,B,Crown Castle NG East LLC
5561,40.546255,-74.159053,B,Crown Castle NG East LLC
5562,40.560455,-74.176819,B,Crown Castle NG East LLC
5563,40.591614,-74.074158,B,Crown Castle NG East LLC
5564,40.557625,-74.134864,B,Crown Castle NG East LLC
5565,40.530253,-74.168627,B,Crown Castle NG East LLC
5566,40.536187,-74.184842,B,Crown Castle NG East LLC
5567,40.508765,-74.248037,B,Crown Castle NG East LLC
5568,40.507235,-74.252051,B,Crown Castle NG East LLC
5570,40.532079,-74.164214,B,Crown Castle NG East LLC
5571,40.510322,-74.239764,B,Crown Castle NG East LLC
5572,40.57399,-74.131394,B,Crown Castle NG East LLC
5573,40.601998,-74.072873,B,Crown Castle NG East LLC
5574,40.542501,-74.236317,B,Crown Castle NG East LLC
5576,40.551574,-74.140073,B,Crown Castle NG East LLC
5577,40.521909,-74.18613,B,Crown Castle NG East LLC
5578,40.526271,-74.212591,B,Crown Castle NG East LLC
5579,40.50321,-74.241001,B,Crown Castle NG East LLC
5581,40.542986,-74.159164,B,Crown Castle NG East LLC
5582,40.551137,-74.144826,B,Crown Castle NG East LLC
5583,40.506761,-74.245253,B,Crown Castle NG East LLC
5584,40.600593,-74.076811,B,Crown Castle NG East LLC
5585,40.530515,-74.183456,B,Crown Castle NG East LLC
5586,40.56088,-74.156612,B,Crown Castle NG East LLC
5587,40.523555,-74.223176,B,Crown Castle NG East LLC
5588,40.530184,-74.191286,B,Crown Castle NG East LLC
5589,40.501694,-74.235224,B,Crown Castle NG East LLC
5590,40.564233,-74.10987,B,Crown Castle NG East LLC
5591,40.570656,-74.11023,B,Crown Castle NG East LLC
5592,40.586277,-74.07062,B,Crown Castle NG East LLC
5593,40.544699,-74.180821,B,Crown Castle NG East LLC
5594,40.547192,-74.171563,B,Crown Castle NG East LLC
5595,40.503248,-74.249063,B,Crown Castle NG East LLC
5596,40.547219,-74.215731,B,Crown Castle NG East LLC
5597,40.545069,-74.146565,B,Crown Castle NG East LLC
5598,40.536389,-74.237317,B,Crown Castle NG East LLC
5599,40.544561,-74.217748,B,Crown Castle NG East LLC
5600,40.546837,-74.140164,B,Crown Castle NG East LLC
5633,40.625562,-74.088634,B,Crown Castle NG East LLC
5634,40.620603,-74.084478,B,Crown Castle NG East LLC
5635,40.624319,-74.080733,B,Crown Castle NG East LLC
5636,40.619502,-74.095283,B,Crown Castle NG East LLC
5637,40.619467,-74.144653,B,Crown Castle NG East LLC
5638,40.631164,-74.138727,B,Crown Castle NG East LLC
5653,40.848269,-73.828713,B,Crown Castle NG East LLC
5654,40.81836,-73.850933,B,Crown Castle NG East LLC
5655,40.897985,-73.85151,B,Crown Castle NG East LLC
5656,40.841375,-73.832771,B,Crown Castle NG East LLC
5657,40.883144,-73.853261,B,Crown Castle NG East LLC
5658,40.901992,-73.851708,B,Crown Castle NG East LLC
5659,40.906389,-73.849129,B,Crown Castle NG East LLC
5660,40.83586,-73.818095,B,Crown Castle NG East LLC
5661,40.853166,-73.830974,B,Crown Castle NG East LLC
5662,40.83272,-73.818143,B,Crown Castle NG East LLC
5663,40.838201,-73.821001,B,Crown Castle NG East LLC
5664,40.847407,-73.834462,B,Crown Castle NG East LLC
5665,40.891622,-73.855131,B,Crown Castle NG East LLC
5667,40.844582,-73.819271,B,Crown Castle NG East LLC
5668,40.816004,-73.847445,B,Crown Castle NG East LLC
5669,40.836585,-73.830611,B,Crown Castle NG East LLC
5670,40.741309,-73.733144,B,Crown Castle NG East LLC
5671,40.669538,-73.751337,B,Crown Castle NG East LLC
5673,40.815067,-73.859661,B,Crown Castle NG East LLC
5674,40.666509,-73.755836,B,Crown Castle NG East LLC
5675,40.895661,-73.845602,B,Crown Castle NG East LLC
5676,40.839876,-73.829009,B,Crown Castle NG East LLC
5677,40.816193,-73.83709,B,Crown Castle NG East LLC
5678,40.845066,-73.823072,B,Crown Castle NG East LLC
5679,40.904862,-73.8463,B,Crown Castle NG East LLC
5680,40.820616,-73.852987,B,Crown Castle NG East LLC
5681,40.807709,-73.851831,B,Crown Castle NG East LLC
5682,40.901685,-73.856393,B,Crown Castle NG East LLC
5683,40.877649,-73.844899,B,Crown Castle NG East LLC
5684,40.897122,-73.85518,B,Crown Castle NG East LLC
5685,40.903922,-73.84716,B,Crown Castle NG East LLC
5686,40.88262,-73.845213,B,Crown Castle NG East LLC
5687,40.897879,-73.858984,B,Crown Castle NG East LLC
5688,40.886706,-73.856845,B,Crown Castle NG East LLC
5690,40.837402,-73.835614,B,Crown Castle NG East LLC
5691,40.887936,-73.909464,B,Crown Castle NG East LLC
5692,40.893114,-73.841781,B,Crown Castle NG East LLC
5693,40.849244,-73.831421,B,Crown Castle NG East LLC
5694,40.830526,-73.831707,B,Crown Castle NG East LLC
5695,40.818459,-73.868914,B,Crown Castle NG East LLC
5696,40.896967,-73.841338,B,Crown Castle NG East LLC
5697,40.832721,-73.823611,B,Crown Castle NG East LLC
5698,40.817935,-73.862354,B,Crown Castle NG East LLC
5699,40.902654,-73.84377,B,Crown Castle NG East LLC
5700,40.738563,-73.748813,B,Crown Castle NG East LLC
5701,40.893855,-73.856092,B,Crown Castle NG East LLC
5702,40.886781,-73.849586,B,Crown Castle NG East LLC
5703,40.904708,-73.852762,B,Crown Castle NG East LLC
5704,40.814883,-73.864236,B,Crown Castle NG East LLC
5705,40.88525,-73.865325,B,Crown Castle NG East LLC
5706,40.841917,-73.819311,B,Crown Castle NG East LLC
5707,40.841389,-73.836938,B,Crown Castle NG East LLC
5708,40.893654,-73.8607,B,Crown Castle NG East LLC
5709,40.834155,-73.826697,B,Crown Castle NG East LLC
5710,40.884501,-73.84992,B,Crown Castle NG East LLC
5711,40.821521,-73.861155,B,Crown Castle NG East LLC
5712,40.816767,-73.865633,B,Crown Castle NG East LLC
5713,40.816234,-73.851527,B,Crown Castle NG East LLC
5714,40.815122,-73.849156,B,Crown Castle NG East LLC
5716,40.810324,-73.855647,B,Crown Castle NG East LLC
5717,40.615922,-74.085149,B,Crown Castle NG East LLC
5718,40.892417,-73.911137,B,Crown Castle NG East LLC
5719,40.821767,-73.848794,B,Crown Castle NG East LLC
5720,40.847614,-73.817228,B,Crown Castle NG East LLC
5721,40.878898,-73.849022,B,Crown Castle NG East LLC
5722,40.83969,-73.835316,B,Crown Castle NG East LLC
5723,40.886092,-73.860116,B,Crown Castle NG East LLC
5724,40.815384,-73.82672,B,Crown Castle NG East LLC
5725,40.845535,-73.832598,B,Crown Castle NG East LLC
5726,40.851832,-73.834737,B,Crown Castle NG East LLC
5727,40.821204,-73.866679,B,Crown Castle NG East LLC
5728,40.839494,-73.824886,B,Crown Castle NG East LLC
5729,40.889132,-73.86408,B,Crown Castle NG East LLC
5730,40.892641,-73.85115,B,Crown Castle NG East LLC
5731,40.813375,-73.861027,B,Crown Castle NG East LLC
5732,40.881496,-73.85904,B,Crown Castle NG East LLC
5733,40.889254,-73.859816,B,Crown Castle NG East LLC
5734,40.88404,-73.856749,B,Crown Castle NG East LLC
5735,40.81823,-73.856194,B,Crown Castle NG East LLC
5736,40.880724,-73.851444,B,Crown Castle NG East LLC
5737,40.868554,-73.888213,C,Crown Castle NG East LLC
5739,40.575747,-73.856806,B,Crown Castle NG East LLC
5740,40.893045,-73.837922,B,Crown Castle NG East LLC
5741,40.84285,-73.826305,B,Crown Castle NG East LLC
5742,40.891348,-73.917377,B,Crown Castle NG East LLC
5743,40.888298,-73.846541,B,Crown Castle NG East LLC
5744,40.880504,-73.847163,B,Crown Castle NG East LLC
5745,40.671337,-73.743313,B,Crown Castle NG East LLC
5746,40.891574,-73.833954,B,Crown Castle NG East LLC
5747,40.673748,-73.751188,B,Crown Castle NG East LLC
5748,40.807489,-73.855982,B,Crown Castle NG East LLC
5749,40.822141,-73.87472,B,Crown Castle NG East LLC
5750,40.910966,-73.905453,B,Crown Castle NG East LLC
5751,40.892143,-73.84616,B,Crown Castle NG East LLC
5752,40.889506,-73.852925,B,Crown Castle NG East LLC
5753,40.891549,-73.858545,B,Crown Castle NG East LLC
5754,40.880229,-73.855072,B,Crown Castle NG East LLC
5755,40.844513,-73.835666,B,Crown Castle NG East LLC
5756,40.825411,-73.843969,B,Crown Castle NG East LLC
5757,40.822557,-73.854898,B,Crown Castle NG East LLC
5758,40.677716,-73.744647,B,Crown Castle NG East LLC
5759,40.900266,-73.845381,B,Crown Castle NG East LLC
5760,40.819366,-73.845457,B,Crown Castle NG East LLC
5761,40.899813,-73.855634,B,Crown Castle NG East LLC
5762,40.882826,-73.864773,B,Crown Castle NG East LLC
5773,40.6345,-74.1533,B,Crown Castle NG East LLC
5774,40.61135,-74.142626,B,Crown Castle NG East LLC
5775,40.622267,-74.120625,B,Crown Castle NG East LLC
5776,40.598779,-74.107673,B,Crown Castle NG East LLC
5777,40.84123,-73.864673,B,Crown Castle NG East LLC
5873,40.873023,-73.868141,B,Crown Castle NG East LLC
5874,40.877584,-73.867706,B,Crown Castle NG East LLC
5953,40.583785,-74.158624,B,Crown Castle NG East LLC
5954,40.552973,-74.159879,B,Crown Castle NG East LLC
5973,40.547058,-74.228299,B,Crown Castle NG East LLC
5974,40.756646,-73.810626,B,Crown Castle NG East LLC
5993,40.772883,-73.989371,A,"Extenet Systems, INC. II"
6014,40.848203,-73.922834,C,Crown Castle NG East LLC
6113,40.624453,-74.161602,B,Crown Castle NG East LLC
6114,40.616084,-74.127479,B,Crown Castle NG East LLC
6115,40.616769,-74.117485,B,Crown Castle NG East LLC
6133,40.632464,-74.120409,B,Crown Castle NG East LLC
6134,40.631202,-74.100106,B,Crown Castle NG East LLC
6135,40.626771,-74.112776,B,Crown Castle NG East LLC
6136,40.636734,-74.106891,B,Crown Castle NG East LLC
6137,40.604385,-74.125141,B,Crown Castle NG East LLC
6138,40.579503,-74.109172,B,Crown Castle NG East LLC
6139,40.557713,-74.12433,B,Crown Castle NG East LLC
6173,40.614364,-74.097746,B,Crown Castle NG East LLC
6174,40.61027,-74.150381,B,Crown Castle NG East LLC
6193,40.773527,-73.97064,A,"Extenet Systems, INC. II"
6194,40.769474,-73.972501,A,"Extenet Systems, INC. II"
6195,40.767153,-73.976856,A,"Extenet Systems, INC. II"
6213,40.771574,-73.97724,A,"Extenet Systems, INC. II"
6214,40.789454,-73.957484,B,"Extenet Systems, INC. II"
6215,40.793657,-73.960898,B,"Extenet Systems, INC. II"
6393,40.746218,-73.803301,B,Crown Castle NG East LLC
6433,40.5788,-74.120579,B,Crown Castle NG East LLC
6434,40.844573,-73.87968,C,Crown Castle NG East LLC
6435,40.901077,-73.902107,B,Crown Castle NG East LLC
6634,40.854478,-73.863988,B,Crown Castle NG East LLC
6653,40.851777,-73.827215,B,Crown Castle NG East LLC
6654,40.867849,-73.870353,B,Crown Castle NG East LLC
6655,40.875967,-73.900227,B,Crown Castle NG East LLC
6656,40.887484,-73.854008,B,Crown Castle NG East LLC
6657,40.852302,-73.864784,B,Crown Castle NG East LLC
6658,40.89351,-73.907923,B,Crown Castle NG East LLC
6659,40.859275,-73.870981,B,Crown Castle NG East LLC
6660,40.759251,-73.799306,B,Crown Castle NG East LLC
6661,40.754576,-73.833216,B,Crown Castle NG East LLC
6662,40.785554,-73.778637,B,Crown Castle NG East LLC
6663,40.762533,-73.82745,B,Crown Castle NG East LLC
6664,40.734764,-73.802155,B,Crown Castle NG East LLC
6665,40.696428,-73.997187,B,Crown Castle NG East LLC
6666,40.589186,-74.157665,B,Crown Castle NG East LLC
6667,40.742817,-73.70255,B,Crown Castle NG East LLC
6668,40.833015,-73.896599,C,Crown Castle NG East LLC
6669,40.831131,-73.911435,C,Crown Castle NG East LLC
6670,40.8238,-73.89877,C,Crown Castle NG East LLC
6671,40.830208,-73.91496,C,Crown Castle NG East LLC
6672,40.847801,-73.917641,C,Crown Castle NG East LLC
6673,40.873025,-73.883082,C,Crown Castle NG East LLC
6674,40.870875,-73.893535,C,Crown Castle NG East LLC
6675,40.882089,-73.878242,C,Crown Castle NG East LLC
6693,40.749874,-73.738661,B,Crown Castle NG East LLC
6695,40.670862,-73.762428,B,Crown Castle NG East LLC
6713,40.848795,-73.903359,C,Crown Castle NG East LLC
6733,40.525182,-74.20794,B,Crown Castle NG East LLC
6734,40.553299,-74.212674,B,Crown Castle NG East LLC
6735,40.602725,-74.17181,B,Crown Castle NG East LLC
6736,40.541247,-74.201942,B,Crown Castle NG East LLC
6753,40.766124,-73.969445,A,Crown Castle NG East LLC
6754,40.77647,-73.962136,A,Crown Castle NG East LLC
6755,40.784623,-73.958051,A,Crown Castle NG East LLC
6757,40.778825,-73.973905,A,Crown Castle NG East LLC
6758,40.792254,-73.952491,C,Crown Castle NG East LLC
6759,40.78037,-73.961368,A,Crown Castle NG East LLC
6760,40.709492,-74.014009,A,Crown Castle NG East LLC
6761,40.788544,-73.955408,B,Crown Castle NG East LLC
6762,40.776991,-73.959778,A,Crown Castle NG East LLC
6763,40.771043,-73.967966,A,Crown Castle NG East LLC
6793,40.824043,-73.893787,C,Crown Castle NG East LLC
6794,40.824587,-73.891799,C,Crown Castle NG East LLC
6795,40.85638,-73.901902,C,Crown Castle NG East LLC
6796,40.854406,-73.868793,B,Crown Castle NG East LLC
6833,40.588782,-74.108139,B,Crown Castle NG East LLC
6834,40.538035,-74.235089,B,Crown Castle NG East LLC
6835,40.594546,-74.101862,B,Crown Castle NG East LLC
6836,40.599325,-74.081433,B,Crown Castle NG East LLC
6837,40.54804,-74.221505,B,Crown Castle NG East LLC
6838,40.839799,-73.846353,B,Crown Castle NG East LLC
6854,40.704791,-73.727931,B,Crown Castle NG East LLC
6913,40.768957,-73.816328,B,Crown Castle NG East LLC
6915,40.695289,-73.734075,B,Crown Castle NG East LLC
6916,40.69102,-73.739378,B,Crown Castle NG East LLC
6973,40.546615,-74.199238,B,Crown Castle NG East LLC
6993,40.787596,-73.830126,B,Crown Castle NG East LLC
6994,40.7604,-73.740868,B,Crown Castle NG East LLC
6995,40.792223,-73.845484,B,Crown Castle NG East LLC
6996,40.672337,-73.746041,B,Crown Castle NG East LLC
7033,40.573861,-73.86357,B,Crown Castle NG East LLC
7053,40.707645,-74.012444,A,"Extenet Systems, INC. II"
7054,40.709128,-74.011625,A,"Extenet Systems, INC. II"
7055,40.722835,-73.992911,A,"Extenet Systems, INC. II"
7056,40.72608,-73.97442,A,"Extenet Systems, INC. II"
7057,40.724937,-73.984454,A,"Extenet Systems, INC. II"
7058,40.741683,-73.989571,A,"Extenet Systems, INC. II"
7059,40.735966,-73.99125,A,"Extenet Systems, INC. II"
7060,40.729758,-73.974855,A,"Extenet Systems, INC. II"
7061,40.74388,-73.976211,A,"Extenet Systems, INC. II"
7062,40.730998,-73.999708,A,"Extenet Systems, INC. II"
7063,40.748588,-73.969709,A,"Extenet Systems, INC. II"
7064,40.748106,-73.995586,A,"Extenet Systems, INC. II"
7065,40.730005,-74.002147,A,"Extenet Systems, INC. II"
7066,40.765473,-73.980228,A,"Extenet Systems, INC. II"
7067,40.776168,-73.987287,A,"Extenet Systems, INC. II"
7068,40.786335,-73.97613,A,"Extenet Systems, INC. II"
7069,40.791809,-73.967252,A,"Extenet Systems, INC. II"
7070,40.790634,-73.97974,A,"Extenet Systems, INC. II"
7071,40.769738,-73.966804,A,"Extenet Systems, INC. II"
7072,40.706897,-74.005133,A,"Extenet Systems, INC. II"
7073,40.777515,-73.961117,A,"Extenet Systems, INC. II"
7074,40.780827,-73.958992,A,"Extenet Systems, INC. II"
7075,40.776488,-73.946581,A,"Extenet Systems, INC. II"
7076,40.762946,-73.982037,A,"Extenet Systems, INC. II"
7093,40.755478,-73.97177,A,"Extenet Systems, INC. II"
7094,40.759152,-73.980833,A,"Extenet Systems, INC. II"
7095,40.74693,-73.981262,A,"Extenet Systems, INC. II"
7096,40.74807,-73.987509,A,"Extenet Systems, INC. II"
7097,40.777267,-73.978701,A,"Extenet Systems, INC. II"
7098,40.708815,-74.005248,A,"Extenet Systems, INC. II"
7099,40.791758,-73.941394,C,"Extenet Systems, INC. II"
7100,40.762977,-73.989463,A,"Extenet Systems, INC. II"
7101,40.760971,-73.990593,A,"Extenet Systems, INC. II"
7102,40.733416,-74.004456,A,"Extenet Systems, INC. II"
7103,40.717524,-73.985956,A,"Extenet Systems, INC. II"
7104,40.71929,-73.976602,A,"Extenet Systems, INC. II"
7105,40.77299,-73.964434,A,"Extenet Systems, INC. II"
7106,40.75606,-73.990854,A,"Extenet Systems, INC. II"
7107,40.718002,-74.003164,A,"Extenet Systems, INC. II"
7109,40.716303,-73.99587,A,"Extenet Systems, INC. II"
7110,40.728166,-73.998961,A,"Extenet Systems, INC. II"
7113,40.633735,-74.096903,B,Crown Castle NG East LLC
7133,40.574887,-74.134582,B,Crown Castle NG East LLC
7153,40.727934,-73.982296,A,"Extenet Systems, INC. II"
7154,40.734261,-73.983409,A,"Extenet Systems, INC. II"
7155,40.762931,-73.974146,A,"Extenet Systems, INC. II"
7156,40.712046,-73.997688,A,"Extenet Systems, INC. II"
7173,40.844005,-73.829682,B,Crown Castle NG East LLC
7174,40.703146,-74.014524,A,"Extenet Systems, INC. II"
7175,40.724147,-74.004423,A,"Extenet Systems, INC. II"
7176,40.631659,-73.908814,B,Crown Castle NG East LLC
7177,40.62903,-73.903079,B,Crown Castle NG East LLC
7178,40.617814,-73.901607,B,Crown Castle NG East LLC
7179,40.631146,-73.902748,B,Crown Castle NG East LLC
7194,40.629376,-73.896313,B,Crown Castle NG East LLC
7196,40.624342,-73.909213,B,Crown Castle NG East LLC
7197,40.655369,-73.745115,B,Crown Castle NG East LLC
7198,40.657516,-73.740464,B,Crown Castle NG East LLC
7199,40.654475,-73.736908,B,Crown Castle NG East LLC
7200,40.620091,-73.907382,B,Crown Castle NG East LLC
7213,40.707454,-73.741284,B,Crown Castle NG East LLC
7233,40.706295,-74.009504,A,"Extenet Systems, INC. II"
7236,40.709026,-74.007798,A,"Extenet Systems, INC. II"
7237,40.714,-74.002002,A,"Extenet Systems, INC. II"
7238,40.715274,-74.005292,A,"Extenet Systems, INC. II"
7239,40.714818,-74.007835,A,"Extenet Systems, INC. II"
7240,40.717615,-73.996241,A,"Extenet Systems, INC. II"
7241,40.719078,-73.9964,A,"Extenet Systems, INC. II"
7242,40.72136,-73.984011,A,"Extenet Systems, INC. II"
7243,40.726355,-73.977043,A,"Extenet Systems, INC. II"
7244,40.723508,-73.999628,A,"Extenet Systems, INC. II"
7245,40.724323,-73.997832,A,"Extenet Systems, INC. II"
7246,40.721644,-73.999383,A,"Extenet Systems, INC. II"
7247,40.726851,-74.003359,A,"Extenet Systems, INC. II"
7248,40.727965,-74.007324,A,"Extenet Systems, INC. II"
7250,40.730378,-73.994721,A,"Extenet Systems, INC. II"
7251,40.729743,-73.986964,A,"Extenet Systems, INC. II"
7252,40.7297,-73.989966,A,"Extenet Systems, INC. II"
7253,40.723158,-73.9858,A,"Extenet Systems, INC. II"
7254,40.73504,-73.979721,A,"Extenet Systems, INC. II"
7255,40.731491,-73.982659,A,"Extenet Systems, INC. II"
7256,40.738433,-73.987792,A,"Extenet Systems, INC. II"
7257,40.739202,-73.991412,A,"Extenet Systems, INC. II"
7258,40.738066,-73.99454,A,"Extenet Systems, INC. II"
7259,40.735492,-73.998362,A,"Extenet Systems, INC. II"
7260,40.738091,-74.004042,A,"Extenet Systems, INC. II"
7261,40.733353,-74.002461,A,"Extenet Systems, INC. II"
7262,40.745403,-73.994561,A,"Extenet Systems, INC. II"
7263,40.748507,-73.992305,A,"Extenet Systems, INC. II"
7264,40.75224,-73.999639,A,"Extenet Systems, INC. II"
7265,40.758781,-73.999217,A,"Extenet Systems, INC. II"
7266,40.760435,-73.987666,A,"Extenet Systems, INC. II"
7267,40.763578,-73.984997,A,"Extenet Systems, INC. II"
7268,40.755571,-73.985634,A,"Extenet Systems, INC. II"
7269,40.763267,-73.9695,A,"Extenet Systems, INC. II"
7270,40.758606,-73.965954,A,"Extenet Systems, INC. II"
7271,40.762616,-73.959628,A,"Extenet Systems, INC. II"
7272,40.761669,-73.957386,A,"Extenet Systems, INC. II"
7273,40.766702,-73.965047,A,"Extenet Systems, INC. II"
7274,40.769021,-73.963097,A,"Extenet Systems, INC. II"
7275,40.771815,-73.963561,A,"Extenet Systems, INC. II"
7276,40.774141,-73.957212,A,"Extenet Systems, INC. II"
7277,40.778271,-73.956607,A,"Extenet Systems, INC. II"
